,Title,Release_Year,Genre,Synopsis,image_url,image_id
66,Enola Holmes,(2020),"
Action, Adventure, Crime            ","
When Enola Holmes-Sherlock's teen sister-discovers her mother missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.","https://m.media-amazon.com/images/M/MV5BZjNkNzk0ZjEtM2M1ZC00MmMxLTlmOWEtNWRlZTc1ZTUyNzY4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",tt7846844
67,Sonic the Hedgehog,(2020),"
Action, Adventure, Comedy            ","
After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.","https://m.media-amazon.com/images/M/MV5BMDk5Yzc4NzMtODUwOS00NTdhLTg2MjEtZTkzZjc0ZWE2MzAwXkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_UX67_CR0,0,67,98_AL_.jpg",tt3794354
68,Devs,(2020),"
Drama, Mystery, Sci-Fi            ","
A computer engineer investigates the secretive development division in her company, which she believes is behind the disappearance of her boyfriend.","https://m.media-amazon.com/images/M/MV5BODY3ODVjYjUtNTBiMy00ZjlkLTg5MTItNDU5NmVlM2U0YzhmXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8134186
69,Stargirl,(2020– ),"
Action, Adventure, Crime            ","
Teenager Courtney Whitmore joins the Justice Society of America. Based on the character from DC Comics.","https://m.media-amazon.com/images/M/MV5BYzEzZDVkZDUtY2ZkMS00NzcwLTkwMjEtZGYxZjU1Y2IxNGMwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY98_CR5,0,67,98_AL_.jpg",tt8722888
70,I'm Thinking of Ending Things,(2020),"
Drama, Thriller            ","
Full of misgivings, a young woman travels with her new boyfriend to his parents' secluded farm. Upon arriving, she comes to question everything she thought she knew about him, and herself.","https://m.media-amazon.com/images/M/MV5BNWMyZTA1MTItMzFhOS00NGY5LWJlZDMtMzczZmRjOThkMmViXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7939766
71,Monday,(2020),"
Drama, Romance            ","
A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?","https://m.media-amazon.com/images/M/MV5BYTg4NWQ4ODEtMmQ3Zi00N2JlLTgzNDEtMDMzYjNkODUzODE5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8884906
72,Defending Jacob,(2020),"
Crime, Drama, Mystery            ","
The limited drama series is a gripping, character-driven thriller based on the 2012 New York Times best selling novel of the same name by William Landay. An assistant DA's world is shattered when his beloved son gets charged with murder.","https://m.media-amazon.com/images/M/MV5BZTM4ODA5MWUtMzA2OC00MGZmLTg3NGEtZTFhNDhmMDgxYjViXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt2304589
73,Hunters,(2020– ),"
Crime, Drama, Mystery            ","
In 1977, in New York City, a troubled young Jewish man bent on revenge is taken in by a secret group of Nazi hunters fighting a clandestine war against the cabal of high-ranking Nazi officials in hiding who work to create the Fourth Reich.","https://m.media-amazon.com/images/M/MV5BZWEwZTcyNjctMjAzZC00ZGU0LWIxYWQtMDAwMmU1NzQ1ZjQ3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7456722
74,Monster Hunter,(I) (2020),"
Action, Adventure, Fantasy            ","
When Cpt. Artemis and her loyal soldiers are transported to a new world, they engage in a desperate battle for survival against enormous enemies with incredible powers. Feature film based on the video game by Capcom.","https://m.media-amazon.com/images/M/MV5BOGU3NTFmNjYtODc3Ny00MWEzLWI3M2ItZjE3NDgwMTI0MzkzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",tt6475714
75,Cheer,(2020),"
Documentary, Sport            ","
In the small town of Corsicana, Texas, hard-driving head cheer coach Monica Aldama demands perfection from her team of competitive college athletes.","https://m.media-amazon.com/images/M/MV5BMzVjMmUyNDYtYzRhNy00YTNjLWJhZjEtODllNWQyYmUyOWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11426660
76,The Undoing,(2020),"
Crime, Drama, Mystery            ","
A modern twist to a classical ""whodunnit"" tale, when the life of a wealthy New York therapist turns upside down after she and her family get involved with a murder case.","https://m.media-amazon.com/images/M/MV5BNzY5YTcxMWYtYjFkZi00ZmI3LThmYjgtMzY0YjQzZWFkNzQ4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8134470
77,Palm Springs,(2020),"
Comedy, Fantasy, Mystery            ","
Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.","https://m.media-amazon.com/images/M/MV5BYjk0MTgzMmQtZmY2My00NmE5LWExNGUtYjZkNTA3ZDkyMTJiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9484998
78,Greenland,(2020),"
Action, Drama, Sci-Fi            ","
A family struggles for survival in the face of a cataclysmic natural disaster.","https://m.media-amazon.com/images/M/MV5BMzcyMzU4MDUtM2JhOC00ZDg2LTg5MGMtZjc2OGMyMjhlMGE2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7737786
79,Love Is Blind,(2020– ),"
Reality-TV, Romance            ","
Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.","https://m.media-amazon.com/images/M/MV5BZGI2MTFiYjUtMjFhMS00ODY5LWJlNGEtZWIyNzNmNWU1NjU2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11704040
80,I Care a Lot,(2020),"
Comedy, Crime, Drama            ","
A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.","https://m.media-amazon.com/images/M/MV5BYWU2ZTRhNDMtMWYxMC00ZTVkLThjZmItZGY4MGU0YmZlMjJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9893250
81,Your Honor,(II) (2020–2021),"
Crime, Drama, Thriller            ","
A judge confronts his convictions when his son is involved in a hit and run that embroils an organized crime family. Facing impossible choices, he discovers how far a father will go to save his son's life.","https://m.media-amazon.com/images/M/MV5BODU0MzU0YWItYzFjNy00NWI2LTg2N2QtYjFiOTgyMzk1NDQyXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7440726
82,Lektioner i överlevnad,(2020),"
Drama, War            ","
A young Jewish man pretends to be Iranian to avoid being executed in a concentration camp.","https://m.media-amazon.com/images/M/MV5BNWNjMzIxNzgtZWNlMS00MzUwLTk1NDEtODQ0ODNkMTMyZTVkXkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_UY98_CR1,0,67,98_AL_.jpg",tt9738784
83,Slaget vid Schelde,(2020),"
Drama, War            ","
1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.","https://m.media-amazon.com/images/M/MV5BM2MzMzRlMTctM2QxMC00NTBiLWIwMTctMzEzODZmOGIxMjdhXkEyXkFqcGdeQXVyMjAyMDMyMzU@._V1_UY98_CR1,0,67,98_AL_.jpg",tt10521092
84,Never Have I Ever,(2020– ),"
Comedy, Drama            ","
The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.","https://m.media-amazon.com/images/M/MV5BYTFlYWRhYjEtNDU3MC00ZTRiLTlmY2MtNGViODJlNDczNTA4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10062292
85,Mulan,(2020),"
Action, Adventure, Drama            ","
A young Chinese maiden disguises herself as a male warrior in order to save her father.","https://m.media-amazon.com/images/M/MV5BNDliY2E1MjUtNzZkOS00MzJlLTgyOGEtZDg4MTI1NzZkMTBhXkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",tt4566758
86,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",(2021),"
Documentary, Music            ","
Summer Of Soul (...Or, When The Revolution Could Not Be Televised) is a feature documentary about the legendary 1969 Harlem Cultural Festival which celebrated African American music and culture, and promoted Black pride and unity.","https://m.media-amazon.com/images/M/MV5BNDE0MDRkODUtMTEwMC00ZWE2LWEyNzgtYzM5ZmVkZGMwMDg4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11422728
87,Fate: The Winx Saga,(2021– ),"
Action, Adventure, Drama            ","
A live-action adaptation of Nickelodeon's Winx Club (2004). It follows Bloom as she adjusts to life in the Otherworld, where she must learn to control her dangerous magical powers.","https://m.media-amazon.com/images/M/MV5BMzEyYzBhODYtZjZlOC00MTM4LWIxMjQtMTRhZjA5ODM4ZWI2XkEyXkFqcGdeQXVyODQwODA1MjY@._V1_UY98_CR5,0,67,98_AL_.jpg",tt8179402
88,Call Me Kat,(2021– ),"
Comedy            ","
A 39-year-old woman decides to use the money her parents had been saving for her wedding to open a cat-themed cafe.","https://m.media-amazon.com/images/M/MV5BNTQ2ODU3N2ItYjkyMC00YTc4LWFlMWYtNWY0MmRkZDc2NWNlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10985096
89,The Dig,(2021),"
Biography, Drama, History            ","
An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.","https://m.media-amazon.com/images/M/MV5BY2RmZmI0NDMtMGQzOC00YWU3LTkwYWUtMDRkNDBjZDg3YTkyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",tt3661210
90,The King of Staten Island,(2020),"
Comedy, Drama            ","
Scott has been a case of arrested development since his firefighter dad died. He spends his days smoking weed and dreaming of being a tattoo artist until events force him to grapple with his grief and take his first steps forward in life.","https://m.media-amazon.com/images/M/MV5BYzkxMzMzOTgtNmZhMS00MGM0LTk3MzUtMjE1MzI4MzU5ZjkzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9686708
91,Gangs of London,(2020– ),"
Action, Crime, Drama            ","
Tells the story of London being torn apart by the turbulent power struggles of its international gangs and the sudden power vacuum that's created when the head of London's most powerful crime family is assassinated.","https://m.media-amazon.com/images/M/MV5BOGJlZTE0MTQtZDdmMS00YWViLThlMDktYzk1N2RhMjY0NGEyXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7661390
92,Extraction,(2020),"
Action, Thriller            ","
Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.","https://m.media-amazon.com/images/M/MV5BMDJiNzUwYzEtNmQ2Yy00NWE4LWEwNzctM2M0MjE0OGUxZTA3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8936646
93,The Haunting of Bly Manor,(2020),"
Drama, Horror, Mystery            ","
After an au pair’s tragic death, Henry hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose.","https://m.media-amazon.com/images/M/MV5BZGJkMDRiOWUtZTMzZC00YzYzLWI1NDAtODc4ZGFiN2Q2MmJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg",tt10970552
94,The Dry,(2020),"
Crime, Drama, Mystery            ","
Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.","https://m.media-amazon.com/images/M/MV5BYzdlNzYzMjAtMGVjNi00Nzg4LTkzOTUtNTc0NmE2OTg0NDUwXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_UX67_CR0,0,67,98_AL_.jpg",tt5144174
95,Four Good Days,(2020),"
Drama            ","
A mother helps her daughter work through four crucial days of recovery from substance abuse.","https://m.media-amazon.com/images/M/MV5BZDBhMDJkYjItODFlNi00NjMzLWE3MmQtZmUwNGQzMWE4NjMxXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10344522
96,Little Fires Everywhere,(2020),"
Drama            ","
Based on Celeste Ng's 2017 bestseller, ""Little Fires Everywhere"" follows the intertwined fates of the picture-perfect Richardson family and the enigmatic mother and daughter who upend their lives.","https://m.media-amazon.com/images/M/MV5BNmEyZjc3MzgtZjU1OS00MDlkLThmOTMtODE5OTlmYmUxMTRmXkEyXkFqcGdeQXVyMTM1NjgyNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8089592
97,Mainstream,(2020),"
Comedy, Drama            ","
In this cautionary tale, three people struggle to preserve their identities as they form an eccentric love triangle within the fast-moving internet age.","https://m.media-amazon.com/images/M/MV5BMmJjNGUxYjAtMTI0MS00ZTNlLWJmYTAtYzczOGM4NWRkMDBlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9224288
98,Love Life,(2020– ),"
Comedy, Romance            ","
Anna Kendrick stars in a fresh take on a romantic comedy anthology series about the journey from first love to lasting love.","https://m.media-amazon.com/images/M/MV5BN2Y4ODk2ZTQtMzFjOS00MzlhLWFhN2YtYzBiYmRmNzFhYjY0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",tt10380768
99,Zola,(2020),"
Comedy, Crime, Drama            ","
A stripper named Zola embarks on a wild road trip to Florida.","https://m.media-amazon.com/images/M/MV5BNjNjMWJhYTktZDk5Ny00OWM3LTlmYzYtYmEwMDM3NGYwNmUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt5439812
100,Boss Level,(2020),"
Mystery, Sci-Fi, Thriller            ","
Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise.","https://m.media-amazon.com/images/M/MV5BNTVkODdiMjAtNmQ5Yy00OThhLTg4MDItYTZlYTFmN2E0M2M1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7638348
101,The Duke,(2020),"
Biography, Comedy, Drama            ","
In 1961, Kempton Bunton, a 60 year old taxi driver, steals Goya's portrait of the Duke of Wellington from the National Gallery in London.","https://m.media-amazon.com/images/M/MV5BYmQwYTIzNTgtNDNjNS00MTM2LWJkZmQtNDEwMjJkYWJlOTBmXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11204094
102,The Old Guard,(2020),"
Action, Adventure, Fantasy            ","
A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.","https://m.media-amazon.com/images/M/MV5BNDJiZDliZDAtMjc5Yy00MzVhLThkY2MtNDYwNTQ2ZTM5MDcxXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7556122
103,The Marksman,(2021),"
Action, Adventure, Thriller            ","
A rancher on the Arizona border becomes the unlikely defender of a young Mexican boy desperately fleeing the cartel assassins who've pursued him into the U.S.","https://m.media-amazon.com/images/M/MV5BODdlNThhMTUtNmU1OS00ZjM3LWE1ZjMtOWViN2RhYWRiZTg5XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt6902332
104,The Trial of the Chicago 7,(2020),"
Drama, History, Thriller            ","
The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","https://m.media-amazon.com/images/M/MV5BYjYzOGE1MjUtODgyMy00ZDAxLTljYTgtNzk0Njg2YWQwMTZhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt1070874
105,Love and Monsters,(I) (2020),"
Action, Adventure, Comedy            ","
Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex.","https://m.media-amazon.com/images/M/MV5BYWVkMWEyMDUtZTVmOC00MTYxLWE1ZTUtNjk4M2IzMjY2OTIxXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt2222042
106,Judas and the Black Messiah,(2021),"
Biography, Drama, History            ","
Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.","https://m.media-amazon.com/images/M/MV5BMjBjYjBjNTUtOTg0Ni00Yzk2LTg1NWMtNjI2ODk2YjJmZGU0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9784798
107,B Positive,(2020– ),"
Comedy, Drama            ","
Newly divorced dad Drew faces finding a kidney donor and is at the end of his rope and his hope when he runs into Gina, a rough-around-the edges woman from his past who volunteers her own.","https://m.media-amazon.com/images/M/MV5BOTg4YzM2OTUtZGE0OC00MDk1LWEyZjQtNjhiYzYyNTk2NWJjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11839500
108,Finding You,(2020),"
Drama, Romance            ","
Violinist Finley Sinclair travels to an Irish coastal village to begin her semester studying abroad. At the B&B run by her host family she encounters the gregarious and persistent heartthrob movie star Beckett Rush.","https://m.media-amazon.com/images/M/MV5BNzk3ZWRiMjMtYWNhZS00N2U0LWI2YTYtMDliMzU5ZWZjZWFmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8760280
109,The Serpent,(2021),"
Crime, Drama, Thriller            ","
The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail.","https://m.media-amazon.com/images/M/MV5BZTdmOTE0YzEtMDgxOS00NzBiLTllMDktMDU4NGZlZTk3YWJjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR1,0,67,98_AL_.jpg",tt7985576
110,Rebecca,(I) (2020),"
Drama, Mystery, Romance            ","
A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.","https://m.media-amazon.com/images/M/MV5BYzgzNGFkNDItZTJkZC00NzJkLTk2OWMtNzliM2I5YzQxYjkxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt2235695
111,"Love, Victor",(2020–2022),"
Comedy, Drama, Romance            ","
Victor is a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation.","https://m.media-amazon.com/images/M/MV5BZjMwZTcwYTYtZTIyYS00OWZjLWIwNmQtMDIyM2E1MGExZDZiXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_UY98_CR1,0,67,98_AL_.jpg",tt10166602
112,Ghosts of War,(2020),"
Horror, Thriller, War            ","
Five American soldiers assigned to hold a French Chateau near the end of World War II. This unexpected respite quickly descends into madness when they encounter a supernatural enemy more terrifying than anything seen on the battlefield.","https://m.media-amazon.com/images/M/MV5BMjAzYWVmN2QtOWM0Yi00ZTJiLWFkNzItOThmYTkxYzUzYTQyXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg",tt6508228
113,The Empty Man,(2020),"
Horror, Mystery, Thriller            ","
On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.","https://m.media-amazon.com/images/M/MV5BNWQyMzA3NDItMDRhZi00MWUxLTgyYmYtM2I1NTI3ZTE2NjY5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt5867314
114,Run,(I) (2020),"
Mystery, Thriller            ","
A homeschooled teenager begins to suspect her mother is keeping a dark secret from her.","https://m.media-amazon.com/images/M/MV5BZjdmZDlkMzItNTg0OS00MjAxLWE0ZTQtZjdhOWM1MTJkOTc0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8633478
115,Greyhound,(2020),"
Action, Drama, History            ","
Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.","https://m.media-amazon.com/images/M/MV5BZTFkZjYxNWItZmE2MC00MGE4LWIxYTgtZmIzOWM1YmI2YWEzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt6048922
116,Unhinged,(I) (2020),"
Action, Thriller            ","
After a confrontation with an unstable man at an intersection, a woman becomes the target of his rage.","https://m.media-amazon.com/images/M/MV5BYjc1Mjg5NjItY2I2MS00NDk3LWI5NGYtNzZjNTNiZmMwZTA3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10059518
117,Underwater,(2020),"
Action, Horror, Sci-Fi            ","
A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench.","https://m.media-amazon.com/images/M/MV5BNzM0OGZiZWItYmZiNC00NDgzLTg1MjMtYjM4MWZhOGZhMDUwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt5774060
